layer,slope,intercept,r2,num_points
0,129.1352437212807,0.1786391654107308,0.9548866745817711,2560
1,118.53710224888614,0.1947005575686233,0.9755426822982401,2560
2,118.65482155143576,0.20651260797246976,0.981236430396873,2560
3,121.19409512864921,0.246899951608014,0.9751705499987223,2560
4,120.42919692544481,0.23989573311822876,0.9783262778269025,2560
5,109.42186025354468,0.2624028510536816,0.9674778318984534,2560
6,111.47303312749693,0.31621114206552936,0.9548602058602425,2560
7,107.28072823865013,0.37007610822507414,0.9408045225421318,2560
8,113.76045270598259,0.3924030193839031,0.9476989833665603,2560
9,111.54728159454982,0.40916529922389194,0.9143545160450994,2560
10,107.41235536255874,0.3804606639504939,0.8809542252264976,2560
11,106.16900909351689,0.3803945136883384,0.8673359979625863,2560
12,101.23645375176338,0.36811179807897565,0.854554833454521,2560
13,97.995563733251,0.3864980878504097,0.8254567584393814,2560
14,95.38504825915015,0.3506698436203965,0.8281556414570479,2560
15,87.35725686662241,0.37094852922692967,0.7751028063537038,2560
16,85.28873499016677,0.33802849403881075,0.781432174594554,2560
17,85.44913475302846,0.32909317160040047,0.7925567856710525,2560
18,82.0419906592307,0.33708997985033917,0.782374420613157,2560
19,77.01278911361734,0.3288481360903467,0.7554110850444713,2560
20,79.3110361896252,0.33375472222387637,0.7741108549444952,2560
21,80.67999232329456,0.3353961651874376,0.7946537355572185,2560
22,85.57723942899285,0.33062474715363516,0.8034836148070869,2560
23,82.51761703194916,0.337751949836574,0.7926929793575722,2560
24,86.93870430492741,0.29122703420321533,0.8679488332380165,2560
25,85.90380322975722,0.2984667872987155,0.8759626466706285,2560
26,80.8529157238241,0.2997020889286358,0.8699714243178163,2560
27,80.14368388388262,0.30713236577670133,0.86358027905078,2560
28,85.03862863293996,0.3046103029161388,0.8957038070214456,2560
29,88.74224925533953,0.28202928255848764,0.9183605173967003,2560
30,92.52405885080348,0.242597020283567,0.9465011532258624,2560
31,91.29245879565966,0.22577184494151295,0.9569695212061067,2560
32,90.96846538425201,0.21660141715608372,0.9600811636288813,2560
33,84.34461732096544,0.2067758560124721,0.9619856431447024,2560
34,62.609932493646504,0.16261954521497374,0.9563905891866488,2560
35,168.56331762124876,-0.0013714488709388579,0.9675434583998901,2560
